JULIAN_DAY,YEAR,L,W,A,TIME,MONTH,DAY
260,2008,203,18.7,30.5,260,9,16
261,2008,203,19.1,29,261,9,17
262,2008,203,19.2,28.5,262,9,18
263,2008,203,19.7,28,263,9,19
264,2008,203,19.8,29,264,9,20
265,2008,203,19.6,28,265,9,21
266,2008,203,19.1,17,266,9,22
267,2008,203,18.8,20,267,9,23
268,2008,203,18.6,19.3,268,9,24
269,2008,203,18.1,20.3,269,9,25
270,2008,203,17.6,20,270,9,26
271,2008,203,17.4,23,271,9,27
272,2008,203,17.6,24,272,9,28
273,2008,203,17.4,23.7,273,9,29
274,2008,203,17.3,22,274,9,30
275,2008,203,17.1,23.3,275,10,1
276,2008,203,NA,NA,276,10,2
277,2008,203,NA,NA,277,10,3
278,2008,203,16.1,15,278,10,4
279,2008,203,15.2,23,279,10,5
280,2008,203,15,24,280,10,6
281,2008,203,15,15,281,10,7
282,2008,203,14.7,16.5,282,10,8
283,2008,203,14.7,16,283,10,9
284,2008,203,15,25,284,10,10
285,2008,203,15,21,285,10,11
286,2008,203,15.1,22,286,10,12
287,2008,203,15.8,23,287,10,13
288,2008,203,NA,NA,288,10,14
289,2008,203,NA,NA,289,10,15
290,2008,203,17,21.5,290,10,16
291,2008,203,16.2,20,291,10,17
292,2008,203,16.5,19,292,10,18
293,2008,203,16.3,20,293,10,19
294,2008,203,16.4,23.5,294,10,20
295,2008,203,NA,NA,295,10,21
296,2008,203,15.9,10.5,296,10,22
297,2008,203,14.6,14.5,297,10,23
298,2008,203,13.8,16.2,298,10,24
299,2008,203,13.4,20,299,10,25
300,2008,203,13.3,21,300,10,26
301,2008,203,12.8,17.5,301,10,27
302,2008,203,12.6,8.5,302,10,28
303,2008,203,11.9,10.5,303,10,29
304,2008,203,10.9,14.3,304,10,30
305,2008,203,10.5,7,305,10,31
306,2008,203,10.4,11,306,11,1
307,2008,203,10.1,8,307,11,2
308,2008,203,9.7,9,308,11,3
309,2008,203,9.4,7,309,11,4
310,2008,203,9.8,13,310,11,5
311,2008,203,9.5,11,311,11,6
312,2008,203,9.6,13,312,11,7
313,2008,203,9.9,11.5,313,11,8
314,2008,203,10,14.5,314,11,9
315,2008,203,10.2,17.2,315,11,10
316,2008,203,10.2,11.5,316,11,11
317,2008,203,10.3,11,317,11,12
318,2008,203,NA,NA,318,11,13
319,2008,203,9.9,12,319,11,14
320,2008,203,9.9,13,320,11,15
321,2008,203,10.1,14.5,321,11,16
322,2008,203,10.2,13.5,322,11,17
323,2008,203,10,9.5,323,11,18
324,2008,203,10,13,324,11,19
325,2008,203,9.8,12,325,11,20
326,2008,203,NA,NA,326,11,21
327,2008,203,9.7,15,327,11,22
328,2008,203,NA,NA,328,11,23
329,2008,203,9.2,9.5,329,11,24
330,2008,203,NA,NA,330,11,25
331,2008,203,NA,NA,331,11,26
332,2008,203,7.5,6,332,11,27
333,2008,203,6.9,4,333,11,28
334,2008,203,6.7,5.5,334,11,29
335,2008,203,NA,NA,335,11,30
336,2008,203,6,3.5,336,12,1
337,2008,203,5.6,7.2,337,12,2
338,2008,203,5.5,9.5,338,12,3
339,2008,203,5.7,11,339,12,4
340,2008,203,6.8,13.8,340,12,5
341,2008,203,6.8,10,341,12,6
342,2008,203,7.8,11.5,342,12,7
343,2008,203,8.3,11,343,12,8
344,2008,203,9.6,8,344,12,9
345,2008,203,NA,NA,345,12,10
346,2008,203,NA,NA,346,12,11
347,2008,203,NA,NA,347,12,12
348,2008,203,6.1,6.8,348,12,13
349,2008,203,NA,NA,349,12,14
350,2008,203,5.7,1.8,350,12,15
351,2008,203,5.1,6.5,351,12,16
352,2008,203,4.8,7,352,12,17
353,2008,203,5.3,7.8,353,12,18
354,2008,203,5.7,10,354,12,19
355,2008,203,6,4,355,12,20
356,2008,203,6.2,7.2,356,12,21
357,2008,203,6,11,357,12,22
358,2008,203,5.6,9,358,12,23
359,2008,203,5.2,9,359,12,24
360,2008,203,4.8,11,360,12,25
361,2008,203,4.4,5.5,361,12,26
362,2008,203,4.2,8,362,12,27
363,2008,203,4.6,11,363,12,28
364,2008,203,4.9,10,364,12,29
365,2008,203,5.5,12.5,365,12,30
366,2008,203,5.7,10,366,12,31
1,2008,204,5.3,2.2,1,1,1
2,2008,204,5.9,8.6,2,1,2
3,2008,204,6.2,7.4,3,1,3
4,2008,204,6.3,8,4,1,4
5,2008,204,6.7,12,5,1,5
6,2008,204,7.2,12,6,1,6
7,2008,204,7.8,12,7,1,7
8,2008,204,8.4,11.6,8,1,8
9,2008,204,9,11.6,9,1,9
10,2008,204,9.2,13,10,1,10
11,2008,204,9.3,9.2,11,1,11
12,2008,204,NA,NA,12,1,12
13,2008,204,8.8,8.5,13,1,13
14,2008,204,8.9,10.4,14,1,14
15,2008,204,8.9,9.8,15,1,15
16,2008,204,9,9.8,16,1,16
17,2008,204,8.7,9.8,17,1,17
18,2008,204,9,11.2,18,1,18
19,2008,204,8.9,7.7,19,1,19
20,2008,204,NA,NA,20,1,20
21,2008,204,8.7,4,21,1,21
22,2008,204,8.8,6.6,22,1,22
23,2008,204,8.2,9.7,23,1,23
24,2008,204,NA,NA,24,1,24
25,2008,204,8.3,10.8,25,1,25
26,2008,204,8.5,12,26,1,26
27,2008,204,8.5,11.5,27,1,27
28,2008,204,8.5,11.8,28,1,28
29,2008,204,8.4,12,29,1,29
30,2008,204,8.2,10,30,1,30
31,2008,204,8.1,7.4,31,1,31
32,2008,204,8,8.4,32,2,1
33,2008,204,8.2,8,33,2,2
34,2008,204,8.4,10.2,34,2,3
35,2008,204,8.5,9.6,35,2,4
36,2008,204,8.9,11.2,36,2,5
37,2008,204,8.8,11.6,37,2,6
38,2008,204,9.3,14.6,38,2,7
39,2008,204,9.2,14.7,39,2,8
40,2008,204,9.2,13.8,40,2,9
41,2008,204,NA,NA,41,2,10
42,2008,204,9.7,13,42,2,11
43,2008,204,9.7,11,43,2,12
44,2008,204,9.4,10.5,44,2,13
45,2008,204,8.9,11.6,45,2,14
46,2008,204,9.4,14,46,2,15
47,2008,204,9.9,14.4,47,2,16
48,2008,204,10.2,12,48,2,17
49,2008,204,10.4,12.5,49,2,18
50,2008,204,14,10.8,50,2,19
51,2008,204,10.1,12,51,2,20
52,2008,204,10.6,15.2,52,2,21
53,2008,204,11.1,16.2,53,2,22
54,2008,204,11.2,16.4,54,2,23
55,2008,204,11.5,12.4,55,2,24
56,2008,204,12.5,15.6,56,2,25
57,2008,204,12.9,15.6,57,2,26
58,2008,204,14,14,58,2,27
59,2008,204,12.6,13.5,59,2,28
60,2008,204,13.1,15.4,60,2,29
61,2008,204,13.3,15.9,61,3,1
62,2008,204,13.5,18.4,62,3,2
63,2008,204,13.2,15,63,3,3
64,2008,204,12.8,9.4,64,3,4
65,2008,204,12.1,8.5,65,3,5
66,2008,204,11.8,9.2,66,3,6
67,2008,204,11.6,13.2,67,3,7
68,2008,204,11.6,13.5,68,3,8
69,2008,204,11.3,12,69,3,9
70,2008,204,10.8,12.2,70,3,10
71,2008,204,11.6,18.2,71,3,11
72,2008,204,12,15.3,72,3,12
73,2008,204,12.6,19,73,3,13
74,2008,204,13,20.2,74,3,14
75,2008,204,13.3,15.4,75,3,15
76,2008,204,13.3,14.6,76,3,16
77,2008,204,13.8,17.2,77,3,17
78,2008,204,13.5,10.5,78,3,18
79,2008,204,13.3,9.6,79,3,19
80,2008,204,12.8,10,80,3,20
81,2008,204,13,15.4,81,3,21
82,2008,204,12.3,9.4,82,3,22
83,2008,204,12.1,9.4,83,3,23
84,2008,204,12.1,14.4,84,3,24
85,2008,204,12.3,15.6,85,3,25
86,2008,204,12,11.4,86,3,26
87,2008,204,12,13.4,87,3,27
88,2008,204,12.7,18.6,88,3,28
89,2008,204,13.5,20.6,89,3,29
90,2008,204,13.2,12.4,90,3,30
91,2008,204,13.4,14.8,91,3,31
92,2008,204,14,17.4,92,4,1
93,2008,204,14.8,20.6,93,4,2
94,2008,204,15.1,22,94,4,3
95,2008,204,15.6,21.4,95,4,4
96,2008,204,15.8,21.7,96,4,5
97,2008,204,15.9,23.2,97,4,6
98,2008,204,15.3,11.8,98,4,7
99,2008,204,14.7,15.5,99,4,8
100,2008,204,NA,NA,100,4,9
101,2008,204,NA,NA,101,4,10
102,2008,204,13.7,11.7,102,4,11
103,2008,204,13.3,13.8,103,4,12
104,2008,204,NA,NA,104,4,13
105,2008,204,NA,NA,105,4,14
106,2008,204,NA,NA,106,4,15
107,2008,204,13,20.6,107,4,16
108,2008,204,13.1,14.2,108,4,17
109,2008,204,13.1,11.8,109,4,18
110,2008,204,12.9,11.2,110,4,19
111,2008,204,12.7,13.6,111,4,20
112,2008,204,11.7,14.6,112,4,21
113,2008,204,11.5,13.8,113,4,22
114,2008,204,12.2,19.4,114,4,23
115,2008,204,13,21.8,115,4,24
116,2008,204,14.2,25,116,4,25
117,2008,204,15.4,25,117,4,26
118,2008,204,16.6,26.4,118,4,27
119,2008,204,17.1,17.5,119,4,28
120,2008,204,16.6,14.2,120,4,29
121,2008,204,16.2,15.6,121,4,30
122,2008,204,16.2,18.8,122,5,1
123,2008,204,16,21.5,123,5,2
124,2008,204,16.5,26.8,124,5,3
125,2008,204,17,25.4,125,5,4
126,2008,204,17.6,24,126,5,5
127,2008,204,18.2,25.5,127,5,6
128,2008,204,18.7,25,128,5,7
129,2008,204,18.7,18.4,129,5,8
130,2008,204,18.9,16.8,130,5,9
131,2008,204,18.3,12.2,131,5,10
132,2008,204,17.5,17.2,132,5,11
133,2008,204,NA,NA,133,5,12
134,2008,204,NA,NA,134,5,13
135,2008,204,15.7,18.2,135,5,14
136,2008,204,15.8,16.8,136,5,15
137,2008,204,16.2,19,137,5,16
138,2008,204,16.6,19.2,138,5,17
139,2008,204,NA,NA,139,5,18
140,2008,204,16,16.4,140,5,19
141,2008,204,15.8,21,141,5,20
142,2008,204,15.7,18.8,142,5,21
143,2008,204,NA,NA,143,5,22
144,2008,204,16.6,19,144,5,23
145,2008,204,16.7,15.8,145,5,24
146,2008,204,16.4,16.2,146,5,25
147,2008,204,NA,NA,147,5,26
148,2008,204,NA,NA,148,5,27
149,2008,204,17.8,17.5,149,5,28
150,2008,204,15.7,18.7,150,5,29
151,2008,204,15.8,19.4,151,5,30
152,2008,204,15.7,18.5,152,5,31
153,2008,204,15.8,20.4,153,6,1
154,2008,204,16.1,20.4,154,6,2
155,2008,204,NA,NA,155,6,3
156,2008,204,NA,NA,156,6,4
157,2008,204,16.7,19.5,157,6,5
158,2008,204,17.2,20.6,158,6,6
159,2008,204,16.9,19.4,159,6,7
160,2008,204,16.7,18.2,160,6,8
161,2008,204,16.2,18.6,161,6,9
162,2008,204,16.1,20.2,162,6,10
163,2008,204,16.9,22,163,6,11
164,2008,204,17.4,23.6,164,6,12
165,2008,204,18,25.8,165,6,13
166,2008,204,18.7,26,166,6,14
167,2008,204,19,24.6,167,6,15
168,2008,204,NA,NA,168,6,16
169,2008,204,NA,NA,169,6,17
170,2008,204,19.2,28.4,170,6,18
171,2008,204,19.8,30.4,171,6,19
172,2008,204,20.6,31.5,172,6,20
173,2008,204,21.1,32.5,173,6,21
174,2008,204,22.1,33.8,174,6,22
175,2008,204,23.1,32,175,6,23
176,2008,204,23.4,27.6,176,6,24
177,2008,204,24.2,30.5,177,6,25
178,2008,204,24.5,33.6,178,6,26
179,2008,204,24.5,29.5,179,6,27
180,2008,204,24.6,33,180,6,28
181,2008,204,24.7,33,181,6,29
182,2008,204,NA,NA,182,6,30
183,2008,204,24.9,32.5,183,7,1
184,2008,204,24.5,23,184,7,2
185,2008,204,23.9,24.5,185,7,3
186,2008,204,23.9,30,186,7,4
187,2008,204,23.9,29,187,7,5
188,2008,204,24.1,25,188,7,6
189,2008,204,23.7,24.5,189,7,7
190,2008,204,23.7,28,190,7,8
191,2008,204,24,32.2,191,7,9
192,2008,204,24,31.4,192,7,10
193,2008,204,23.3,26.2,193,7,11
194,2008,204,23.1,24.8,194,7,12
195,2008,204,23,24.2,195,7,13
196,2008,204,23.1,27.2,196,7,14
197,2008,204,23.3,29.4,197,7,15
198,2008,204,23.7,31,198,7,16
199,2008,204,23.8,30.2,199,7,17
200,2008,204,24.1,32.8,200,7,18
201,2008,204,24.7,37.4,201,7,19
202,2008,204,25,33.4,202,7,20
203,2008,204,24.5,27.6,203,7,21
204,2008,204,24.5,32,204,7,22
205,2008,204,25,36.2,205,7,23
206,2008,204,24.8,29,206,7,24
207,2008,204,24.5,27.5,207,7,25
208,2008,204,25.2,29.7,208,7,26
209,2008,204,25.4,32,209,7,27
210,2008,204,25.1,28.2,210,7,28
211,2008,204,25.2,30.2,211,7,29
212,2008,204,25.3,30.8,212,7,30
213,2008,204,NA,NA,213,7,31
214,2008,204,25.4,28.8,214,8,1
215,2008,204,25.7,32.1,215,8,2
216,2008,204,26,36.2,216,8,3
217,2008,204,26.3,36.4,217,8,4
218,2008,204,26.6,36,218,8,5
219,2008,204,26.3,34.6,219,8,6
220,2008,204,26,29,220,8,7
221,2008,204,25.6,27.2,221,8,8
222,2008,204,25.6,31,222,8,9
223,2008,204,25.5,32.6,223,8,10
224,2008,204,25.1,28.6,224,8,11
225,2008,204,24.8,26.6,225,8,12
226,2008,204,24.5,24.6,226,8,13
227,2008,204,24.2,25.2,227,8,14
228,2008,204,23.4,24,228,8,15
229,2008,204,23.2,23.4,229,8,16
230,2008,204,23,26.7,230,8,17
231,2008,204,23.2,30.6,231,8,18
232,2008,204,23.2,27.8,232,8,19
233,2008,204,23.4,28.8,233,8,20
234,2008,204,23.4,30.6,234,8,21
235,2008,204,23.4,27,235,8,22
236,2008,204,23.1,27.2,236,8,23
237,2008,204,23.3,29.8,237,8,24
238,2008,204,23.5,29.4,238,8,25
239,2008,204,23.6,33.4,239,8,26
240,2008,204,24,33.4,240,8,27
241,2008,204,23.7,31.8,241,8,28
242,2008,204,23.9,32.8,242,8,29
243,2008,204,24,26.4,243,8,30
244,2008,204,24.1,25.6,244,8,31
245,2008,204,24.1,28.2,245,9,1
246,2008,204,23.5,28.6,246,9,2
247,2008,204,23.2,25,247,9,3
248,2008,204,22.9,24,248,9,4
249,2008,204,22.4,21.4,249,9,5
250,2008,204,21.5,20.6,250,9,6
251,2008,204,21.1,23.5,251,9,7
252,2008,204,20.8,28,252,9,8
253,2008,204,NA,NA,253,9,9
254,2008,204,20.9,29,254,9,10
255,2008,204,NA,NA,255,9,11
256,2008,204,NA,NA,256,9,12
257,2008,204,NA,NA,257,9,13
258,2008,204,NA,NA,258,9,14
259,2008,204,NA,NA,259,9,15
260,2008,204,19.7,28.6,260,9,16
261,2008,204,20.1,27.6,261,9,17
262,2008,204,20.3,26.2,262,9,18
263,2008,204,20.5,26.2,263,9,19
264,2008,204,20.4,27.7,264,9,20
265,2008,204,22.3,26,265,9,21
266,2008,204,22.3,18,266,9,22
267,2008,204,20,20.2,267,9,23
268,2008,204,19.5,18.7,268,9,24
269,2008,204,19.2,19.7,269,9,25
270,2008,204,18.8,19.6,270,9,26
271,2008,204,18.2,22,271,9,27
272,2008,204,18.1,22.3,272,9,28
273,2008,204,18.2,23,273,9,29
274,2008,204,18,20.6,274,9,30
275,2008,204,18,23.2,275,10,1
276,2008,204,17.9,20.3,276,10,2
277,2008,204,17.7,16.2,277,10,3
278,2008,204,17.1,14.7,278,10,4
279,2008,204,16.7,21.5,279,10,5
280,2008,204,16.4,22,280,10,6
281,2008,204,16.3,14.7,281,10,7
282,2008,204,15.8,16.2,282,10,8
283,2008,204,15.7,15.6,283,10,9
284,2008,204,15.7,23.7,284,10,10
285,2008,204,15.7,19.8,285,10,11
286,2008,204,16.3,20.2,286,10,12
287,2008,204,16.2,20.4,287,10,13
288,2008,204,NA,NA,288,10,14
289,2008,204,NA,NA,289,10,15
290,2008,204,16.8,20.4,290,10,16
291,2008,204,16.8,19,291,10,17
292,2008,204,17.1,18.5,292,10,18
293,2008,204,17.1,19.4,293,10,19
294,2008,204,17,22.5,294,10,20
295,2008,204,17,16.6,295,10,21
296,2008,204,16.8,10,296,10,22
297,2008,204,15.3,13.8,297,10,23
298,2008,204,15,14.6,298,10,24
299,2008,204,14.8,18.2,299,10,25
300,2008,204,14.7,18.6,300,10,26
301,2008,204,14.3,17.8,301,10,27
302,2008,204,14.1,9.2,302,10,28
303,2008,204,NA,NA,303,10,29
304,2008,204,12.8,13.6,304,10,30
305,2008,204,12.6,7,305,10,31
306,2008,204,12.7,10.8,306,11,1
307,2008,204,12.5,7.8,307,11,2
308,2008,204,11.8,8.8,308,11,3
309,2008,204,11.5,7.2,309,11,4
310,2008,204,12.6,12.4,310,11,5
311,2008,204,12.4,10.4,311,11,6
312,2008,204,13.1,12,312,11,7
313,2008,204,12.5,10.2,313,11,8
314,2008,204,12.8,14,314,11,9
315,2008,204,12.7,15.4,315,11,10
316,2008,204,12.5,11,316,11,11
317,2008,204,12.2,10.5,317,11,12
318,2008,204,12,9.8,318,11,13
319,2008,204,11.7,11.2,319,11,14
320,2008,204,12.9,12.6,320,11,15
321,2008,204,13.4,13.5,321,11,16
322,2008,204,13.1,12.6,322,11,17
323,2008,204,10.6,9.2,323,11,18
324,2008,204,10.7,12.3,324,11,19
325,2008,204,10.8,11.8,325,11,20
326,2008,204,10.7,12.4,326,11,21
327,2008,204,10.6,13,327,11,22
328,2008,204,NA,NA,328,11,23
329,2008,204,10.3,9.5,329,11,24
330,2008,204,9.8,5.6,330,11,25
331,2008,204,9.4,5.6,331,11,26
332,2008,204,8.8,5.6,332,11,27
333,2008,204,8.2,4.2,333,11,28
334,2008,204,8.3,4.8,334,11,29
335,2008,204,7.9,5.6,335,11,30
336,2008,204,7.7,4.2,336,12,1
337,2008,204,7.5,6.4,337,12,2
338,2008,204,7.5,8.4,338,12,3
339,2008,204,7.2,10.1,339,12,4
340,2008,204,7.9,12.4,340,12,5
341,2008,204,7.5,9.8,341,12,6
342,2008,204,7.8,10.5,342,12,7
343,2008,204,8.2,10.4,343,12,8
344,2008,204,8.5,8,344,12,9
345,2008,204,9,6.6,345,12,10
346,2008,204,8.7,7.4,346,12,11
347,2008,204,8,5,347,12,12
348,2008,204,7.6,6,348,12,13
349,2008,204,7.1,4.5,349,12,14
350,2008,204,6.9,1.8,350,12,15
351,2008,204,5.7,5.5,351,12,16
352,2008,204,5.4,5.3,352,12,17
353,2008,204,5.5,7,353,12,18
354,2008,204,6.1,9.6,354,12,19
355,2008,204,6,4,355,12,20
356,2008,204,6.5,5,356,12,21
357,2008,204,6.7,9.6,357,12,22
358,2008,204,6.3,8.8,358,12,23
359,2008,204,5.8,8.6,359,12,24
360,2008,204,5.3,8.4,360,12,25
361,2008,204,4.9,5.4,361,12,26
362,2008,204,4.9,8.2,362,12,27
363,2008,204,5.2,9,363,12,28
364,2008,204,5.6,9.5,364,12,29
365,2008,204,6.5,12.4,365,12,30
366,2008,204,6.6,9.8,366,12,31
1,2008,207,NA,NA,1,1,1
2,2008,207,8.5,8,2,1,2
3,2008,207,NA,NA,3,1,3
4,2008,207,8,10,4,1,4
5,2008,207,NA,NA,5,1,5
6,2008,207,NA,NA,6,1,6
7,2008,207,NA,NA,7,1,7
8,2008,207,NA,NA,8,1,8
9,2008,207,11.3,11,9,1,9
10,2008,207,NA,NA,10,1,10
11,2008,207,NA,NA,11,1,11
12,2008,207,9.2,7,12,1,12
13,2008,207,8.5,6,13,1,13
14,2008,207,8.9,8,14,1,14
15,2008,207,8.8,9,15,1,15
16,2008,207,9.7,8,16,1,16
17,2008,207,9.2,9,17,1,17
18,2008,207,NA,NA,18,1,18
19,2008,207,NA,NA,19,1,19
20,2008,207,9.6,9,20,1,20
21,2008,207,NA,NA,21,1,21
22,2008,207,10.4,14,22,1,22
23,2008,207,10.3,7,23,1,23
24,2008,207,10.4,11,24,1,24
25,2008,207,NA,NA,25,1,25
26,2008,207,9.6,9,26,1,26
27,2008,207,9.8,11,27,1,27
28,2008,207,9.8,12,28,1,28
29,2008,207,9.5,12,29,1,29
30,2008,207,9.6,10,30,1,30
31,2008,207,9.4,8,31,1,31
32,2008,207,9.4,8,32,2,1
33,2008,207,9.9,8,33,2,2
34,2008,207,NA,NA,34,2,3
35,2008,207,10,8,35,2,4
36,2008,207,10.4,10,36,2,5
37,2008,207,11.3,13,37,2,6
38,2008,207,10.8,12,38,2,7
39,2008,207,10.9,14,39,2,8
40,2008,207,10.5,16,40,2,9
41,2008,207,NA,NA,41,2,10
42,2008,207,NA,NA,42,2,11
43,2008,207,10.6,12,43,2,12
44,2008,207,NA,NA,44,2,13
45,2008,207,10.5,12,45,2,14
46,2008,207,11.6,12,46,2,15
47,2008,207,11.7,13,47,2,16
48,2008,207,11.9,11,48,2,17
49,2008,207,11.5,9,49,2,18
50,2008,207,12,10,50,2,19
51,2008,207,13,12,51,2,20
52,2008,207,NA,NA,52,2,21
53,2008,207,13.8,14,53,2,22
54,2008,207,13,14,54,2,23
55,2008,207,13,12,55,2,24
56,2008,207,14.1,14,56,2,25
57,2008,207,14,14,57,2,26
58,2008,207,13.2,10,58,2,27
59,2008,207,14.5,12,59,2,28
60,2008,207,14.4,12,60,2,29
61,2008,207,15.7,17,61,3,1
62,2008,207,16.5,17,62,3,2
63,2008,207,15.8,13,63,3,3
64,2008,207,14.2,8,64,3,4
65,2008,207,13.2,8,65,3,5
66,2008,207,13.4,8,66,3,6
67,2008,207,13.6,13,67,3,7
68,2008,207,14.1,9,68,3,8
69,2008,207,14,13,69,3,9
70,2008,207,12.1,13,70,3,10
71,2008,207,14.6,15,71,3,11
72,2008,207,NA,NA,72,3,12
73,2008,207,16.2,18,73,3,13
74,2008,207,16.1,19,74,3,14
75,2008,207,16.1,12,75,3,15
76,2008,207,15.9,13,76,3,16
77,2008,207,16.2,14,77,3,17
78,2008,207,15,10,78,3,18
79,2008,207,NA,NA,79,3,19
80,2008,207,13.5,10,80,3,20
81,2008,207,NA,NA,81,3,21
82,2008,207,13.1,7,82,3,22
83,2008,207,NA,NA,83,3,23
84,2008,207,NA,NA,84,3,24
85,2008,207,13.9,12,85,3,25
86,2008,207,12.8,10,86,3,26
87,2008,207,12,11,87,3,27
88,2008,207,14.4,13,88,3,28
89,2008,207,16.7,20,89,3,29
90,2008,207,15.1,14,90,3,30
91,2008,207,NA,NA,91,3,31
92,2008,207,17.4,14,92,4,1
93,2008,207,18.7,16,93,4,2
94,2008,207,19.1,16,94,4,3
95,2008,207,19.6,18,95,4,4
96,2008,207,20.1,21,96,4,5
97,2008,207,19.6,20,97,4,6
98,2008,207,17.1,16,98,4,7
99,2008,207,16.8,13,99,4,8
100,2008,207,17.4,13,100,4,9
101,2008,207,16.1,13,101,4,10
102,2008,207,15.6,10,102,4,11
103,2008,207,15.2,10,103,4,12
104,2008,207,NA,NA,104,4,13
105,2008,207,16.2,13,105,4,14
106,2008,207,16.8,15,106,4,15
107,2008,207,17.7,18,107,4,16
108,2008,207,16.9,10,108,4,17
109,2008,207,14.8,9,109,4,18
110,2008,207,13.7,10,110,4,19
111,2008,207,12.4,10,111,4,20
112,2008,207,12.8,11,112,4,21
113,2008,207,13,10,113,4,22
114,2008,207,14.6,16,114,4,23
115,2008,207,15.9,21,115,4,24
116,2008,207,17.3,24,116,4,25
117,2008,207,18.8,24,117,4,26
118,2008,207,19.6,24,118,4,27
119,2008,207,18.5,13,119,4,28
120,2008,207,17.1,11,120,4,29
121,2008,207,NA,NA,121,4,30
122,2008,207,16.6,15,122,5,1
123,2008,207,16.8,21,123,5,2
124,2008,207,17.9,23,124,5,3
125,2008,207,19.1,23,125,5,4
126,2008,207,20,23,126,5,5
127,2008,207,20.3,23,127,5,6
128,2008,207,20.1,21,128,5,7
129,2008,207,19.7,19,129,5,8
130,2008,207,19,15,130,5,9
131,2008,207,17.8,11,131,5,10
132,2008,207,16.7,15,132,5,11
133,2008,207,18.4,20,133,5,12
134,2008,207,17.8,13,134,5,13
135,2008,207,17.7,13,135,5,14
136,2008,207,17.8,13,136,5,15
137,2008,207,19.3,16,137,5,16
138,2008,207,19.8,16,138,5,17
139,2008,207,18.7,13,139,5,18
140,2008,207,18.5,15,140,5,19
141,2008,207,19.6,19,141,5,20
142,2008,207,19.9,18,142,5,21
143,2008,207,19.7,18,143,5,22
144,2008,207,19.2,17,144,5,23
145,2008,207,18.5,16,145,5,24
146,2008,207,18,13,146,5,25
147,2008,207,17.6,11,147,5,26
148,2008,207,NA,NA,148,5,27
149,2008,207,NA,NA,149,5,28
150,2008,207,18.4,15,150,5,29
151,2008,207,18.7,17,151,5,30
152,2008,207,18,15,152,5,31
153,2008,207,18.7,15,153,6,1
154,2008,207,18.4,18,154,6,2
155,2008,207,19.3,20,155,6,3
156,2008,207,19.7,20,156,6,4
157,2008,207,20.2,20,157,6,5
158,2008,207,21.3,21,158,6,6
159,2008,207,22,19,159,6,7
160,2008,207,21.1,15,160,6,8
161,2008,207,19.2,17,161,6,9
162,2008,207,19.6,20,162,6,10
163,2008,207,20,21,163,6,11
164,2008,207,21.5,22,164,6,12
165,2008,207,21.8,25,165,6,13
166,2008,207,22.2,24,166,6,14
167,2008,207,22.7,21,167,6,15
168,2008,207,21.8,17,168,6,16
169,2008,207,22.7,22,169,6,17
170,2008,207,24,25,170,6,18
171,2008,207,24.8,26,171,6,19
172,2008,207,26,28,172,6,20
173,2008,207,27.5,31,173,6,21
174,2008,207,29.3,31,174,6,22
175,2008,207,29,29,175,6,23
176,2008,207,NA,NA,176,6,24
177,2008,207,NA,NA,177,6,25
178,2008,207,28.8,32,178,6,26
179,2008,207,29.3,30,179,6,27
180,2008,207,29.3,32,180,6,28
181,2008,207,29.8,32,181,6,29
182,2008,207,29.4,31,182,6,30
183,2008,207,29.2,28,183,7,1
184,2008,207,NA,NA,184,7,2
185,2008,207,25,21,185,7,3
186,2008,207,25.8,26,186,7,4
187,2008,207,26.1,26,187,7,5
188,2008,207,25.5,21,188,7,6
189,2008,207,24.8,21,189,7,7
190,2008,207,25.3,27,190,7,8
191,2008,207,26.7,29,191,7,9
192,2008,207,27.3,28,192,7,10
193,2008,207,NA,NA,193,7,11
194,2008,207,NA,NA,194,7,12
195,2008,207,25.2,25,195,7,13
196,2008,207,25,27,196,7,14
197,2008,207,26.1,29,197,7,15
198,2008,207,NA,NA,198,7,16
199,2008,207,28.1,31,199,7,17
200,2008,207,29.2,33,200,7,18
201,2008,207,29.5,36,201,7,19
202,2008,207,28.6,32,202,7,20
203,2008,207,28,29,203,7,21
204,2008,207,28,32,204,7,22
205,2008,207,28.2,32,205,7,23
206,2008,207,28.1,26,206,7,24
207,2008,207,27,26,207,7,25
208,2008,207,26.9,27,208,7,26
209,2008,207,NA,NA,209,7,27
210,2008,207,26.9,24,210,7,28
211,2008,207,27.1,27,211,7,29
212,2008,207,27.1,28,212,7,30
213,2008,207,NA,NA,213,7,31
214,2008,207,NA,NA,214,8,1
215,2008,207,27.8,32,215,8,2
216,2008,207,NA,NA,216,8,3
217,2008,207,28.3,36,217,8,4
218,2008,207,28.9,34,218,8,5
219,2008,207,28.5,31,219,8,6
220,2008,207,28,25,220,8,7
221,2008,207,27.1,27,221,8,8
222,2008,207,28,30,222,8,9
223,2008,207,27.7,31,223,8,10
224,2008,207,26.6,25,224,8,11
225,2008,207,26.6,22,225,8,12
226,2008,207,25.5,25,226,8,13
227,2008,207,24.9,22,227,8,14
228,2008,207,24.4,24,228,8,15
229,2008,207,23.6,22,229,8,16
230,2008,207,23.7,24,230,8,17
231,2008,207,24.8,28,231,8,18
232,2008,207,24.9,24,232,8,19
233,2008,207,25.5,28,233,8,20
234,2008,207,25.7,28,234,8,21
235,2008,207,26.8,27,235,8,22
236,2008,207,25.5,27,236,8,23
237,2008,207,24.6,28,237,8,24
238,2008,207,25.2,29,238,8,25
